rvtr,artist,identitySource,canonicalTitle,normalizedTitleKey,graphTitle,graphTrackId,hasPrimaryVersion,repairSkipReason,skipGroup,skipGroupDetail,peakHot100
RVTR174745,pitbull,vdj,Feel This Moment Feat Christina Aguilera,feel this moment feat christina aguilera,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR381933,calvin harris,vdj,Feels Feat Pharrell Williams Katy Perry Big Sean,feels feat pharrell williams katy perry big sean,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR235180,taylor swift,vdj,Fi Feat Een,fi feat een,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR939446,taylor swift,vdj,Fi Feat Een Album Version,fi feat een album version,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR797640,C-Bool,vdj,Fire In My Head Feat Cadence Xyz,fire in my head feat cadence xyz,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR937305,kygo,vdj,Firestone Feat Conrad Sewell,firestone feat conrad sewell,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR887732,¥$: Kanye West,vdj,Flashing Lights Feat Dwele,flashing lights feat dwele,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR339498,Simple Symphonies,vdj,Fluxland Feat Adila,fluxland feat adila,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR088486,josh groban,vdj,For Always Feat Uring John Williams,for always feat uring john williams,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR612477,luke combs,vdj,Forever A Feat Er All,forever a feat er all,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR292749,Misen,vdj,Forgiveness Eextended Version Feat Jacob Groth,forgiveness eextended version feat jacob groth,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR202728,lil dicky,vdj,Freaky Friday Feat Chris Brown,freaky friday feat chris brown,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR441226,isaiah rashad,vdj,From The Garden Feat Lil Uzi Vert,from the garden feat lil uzi vert,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR286191,Bingo Players,vdj,Get Up Rattle Radio Edit Feat Far East Movement,get up rattle radio edit feat far east movement,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR446438,seether,vdj,Gi Feat,gi feat,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR400391,seether,vdj,Gi Feat The,gi feat the,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR120986,abba,vdj,Gimme Gimme Gimme A Man A Feat Er Midnight,gimme gimme gimme a man a feat er midnight,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR339778,maroon 5,vdj,Girls Like You Feat Cardi B,girls like you feat cardi b,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR269454,pitbull,vdj,Give Me Everything Feat Ne Yo Afrojack Nayer,give me everything feat ne yo afrojack nayer,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR688989,eminem,vdj,Godzilla Feat Juice Wrld,godzilla feat juice wrld,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR304671,Dizzee Rascal,vdj,Goin' Crazy Feat Robbie Williams,goin' crazy feat robbie williams,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR353978,meek mill,vdj,Going Bad Feat Drake,going bad feat drake,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR551266,rick ross,vdj,Gold Roses Feat Drake,gold roses feat drake,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR461153,brian mcknight,vdj,Good Enough Feat Joe Carl T,good enough feat joe carl t,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR695017,Kayne West/Graduation Day,vdj,Good Life Feat T Pain,good life feat t pain,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR178502,sean paul,vdj,Got 2 Luv U Feat Alexis Jordan,got 2 luv u feat alexis jordan,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR626943,fall out boy,vdj,Grand The Feat Autumn,grand the feat autumn,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR470916,bhad bhabie,vdj,Gucci Flip Flops Feat Lil Yachty,gucci flip flops feat lil yachty,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR728689,case,vdj,Happily Ever A Feat Er,happily ever a feat er,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR001326,He Is We,vdj,Happily Ever A Feat Er,happily ever a feat er,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR869475,Julia Fordham,vdj,Happy Ever A Feat Er,happy ever a feat er,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR462146,camila cabello,vdj,Havana Feat Young Thug,havana feat young thug,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR621477,olly murs,vdj,Heart Skips A Beat Feat Rizzle Kicks,heart skips a beat feat rizzle kicks,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR774907,enrique iglesias,vdj,Heartbeat Feat Nicole Scherzinger,heartbeat feat nicole scherzinger,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR994499,diplo,vdj,Heartless Feat Morgan Wallen,heartless feat morgan wallen,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR567263,Hee Haw!,vdj,Hee Haw Pf Feat You Were Gone,hee haw pf feat you were gone,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR655654,marshmello,vdj,Here With Me Feat Chvrches,here with me feat chvrches,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR523103,ashanti,vdj,Hey Baby A Feat Er The Club,hey baby a feat er the club,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR583305,Nu Soul,vdj,Hide A Way Feat Kelly Rich,hide a way feat kelly rich,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR628702,roddy ricch,vdj,High Fashion Feat Mustard,high fashion feat mustard,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR261964,blake shelton,vdj,Hillbilly Bone Feat Trace Adkins,hillbilly bone feat trace adkins,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR829844,michael jackson,vdj,Hold My Hand Feat Akon Mastered,hold my hand feat akon mastered,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR047786,chingy,vdj,Holidae In Feat Ludacris Snoo,holidae in feat ludacris snoo,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR372365,young thug,vdj,Hot Feat Gunna,hot feat gunna,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR388126,megan thee stallion,vdj,Hot Girl Summer Feat Nicki Minaj Ty Dolla Ign,hot girl summer feat nicki minaj ty dolla ign,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR264059,bee gees,vdj,How Deep Is Your Love Bee Gees Cover Feat Josh Turner Reina Del Cid Carson Mckee,how deep is your love bee gees cover feat josh turner reina del cid carson mckee,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR205500,Klart Der,vdj,Hvaskavilaveidagvito Feat Tyde T,hvaskavilaveidagvito feat tyde t,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR817780,Sammy Kaye,vdj,I Le Feat My Heart At The Stage Door Canteen,i le feat my heart at the stage door canteen,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR853641,enrique iglesias,vdj,I Like It Feat Pitbull,i like it feat pitbull,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR981647,calvin harris,vdj,I Need Your Love Feat Ellie Goulding,i need your love feat ellie goulding,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR119456,luther vandross,vdj,I'M Only Human Feat Cassandra Bob James,i'm only human feat cassandra bob james,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR946514,ciara,vdj,I'M Out Feat Nicki Minaj,i'm out feat nicki minaj,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR319160,dj khaled,vdj,I'M The One Feat Justin Bieber Quavo Chance The Rapper Lil Wayne,i'm the one feat justin bieber quavo chance the rapper lil wayne,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR209644,East 17,vdj,If You Ever Feat Gabrielle,if you ever feat gabrielle,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR180272,jennifer lopez,vdj,Im Gonna Be Alright Feat Nas,im gonna be alright feat nas,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR114497,justin bieber,vdj,Intentions Feat Quavo,intentions feat quavo,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR668588,quincy jones,vdj,It'S My Party Feat Amy Winehouse,it's my party feat amy winehouse,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR904286,josh groban,vdj,Jesu Joy Of Man'S Desiring Feat Uring Lili Haydn,jesu joy of man's desiring feat uring lili haydn,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR734550,zz top,vdj,Jesus Done Le Feat Chicago,jesus done le feat chicago,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR876847,jack johnson,vdj,Jungle Gym Feat G Love,jungle gym feat g love,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR308930,Pink,vdj,Just Give Me A Reason Feat Nate Ruess,just give me a reason feat nate ruess,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR525327,zombie nation,vdj,Kernkra Feat 400,kernkra feat 400,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR198862,fugees,vdj,Killing Me So Feat Ly,killing me so feat ly,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR829278,roberta flack,vdj,Killing Me So Feat Ly,killing me so feat ly,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR489393,roberta flack,vdj,Killing Me So Feat Ly Original,killing me so feat ly original,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR538235,fugees,vdj,Killing Me So Feat Ly With His Song,killing me so feat ly with his song,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR428092,roberta flack,vdj,Killing Me So Feat Ly With His Song,killing me so feat ly with his song,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR070143,Jay Rock,vdj,Kings Dead Feat Kendrick Lamar Future,kings dead feat kendrick lamar future,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR865966,tom jones,vdj,Kiss Feat Art Of Noise,kiss feat art of noise,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR467417,zac brown band,vdj,Knee Deep Feat Jimmy Buffett,knee deep feat jimmy buffett,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR791367,B.A. Robertson,vdj,Kool In The Ka Feat An,kool in the ka feat an,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR798949,naughty boy,vdj,La La La Feat Sam Smith,la la la feat sam smith,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR065661,bryce vine,vdj,La La Land Feat Yg,la la land feat yg,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR341214,disclosure,vdj,Latch Feat Sam Smith,latch feat sam smith,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR300966,disclosure,vdj,Latch Feat Uring Sam Smith,latch feat uring sam smith,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR700437,Slipknot,vdj,Le Feat Behind,le feat behind,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR592994,alt-j,vdj,Le Feat Hand Free,le feat hand free,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR630024,Sarah Jarosz,vdj,Le Feat Home Album Version,le feat home album version,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR021397,Mini Viva,vdj,Le Feat My Heart In Tokyo,le feat my heart in tokyo,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR312770,Charlie Spivak v/Garry Stevens,vdj,Le Feat My Ht Stage Door Canteen,le feat my ht stage door canteen,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR882775,anastacia,vdj,Le Feat Outside Alone,le feat outside alone,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR035530,dj snake,vdj,Let Me Love You Feat Justin Bieber,let me love you feat justin bieber,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR429666,sean kingston,vdj,Letting Go Dutty Love Feat Uring Nicki Minaj,letting go dutty love feat uring nicki minaj,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR511713,Lighthouse Family,vdj,Li Feat Ed,li feat ed,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR417399,Naughty Boy Feat. Emeli Sandé,vdj,Li Feat Ed,li feat ed,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR219533,Geri Halliwell,vdj,Li Feat Me Up,li feat me up,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR347884,moby,vdj,Li Feat Me Up Mylo Mix,li feat me up mylo mix,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR914159,daughtry,vdj,Life A Feat Er You,life a feat er you,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR196058,Wiley,vdj,Lights On Feat Angel Tinchy Stryder,lights on feat angel tinchy stryder,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR219801,josh groban,vdj,Little Drummer Boy Feat Uring Guitarist Andy Mckee,little drummer boy feat uring guitarist andy mckee,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR043722,nelly,vdj,Liv Tonight Feat Keri Hilson,liv tonight feat keri hilson,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR487154,judas priest,vdj,Living A Feat Er Midnight,living a feat er midnight,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR659858,Big Kenny,vdj,Long A Feat Er I'M Gone,long a feat er i'm gone,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR289136,fray,vdj,Look A Feat Er You,look a feat er you,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR712513,blocboy jb,vdj,Look Alive Feat Drake,look alive feat drake,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR313698,ronnie milsap,vdj,Lost In The Fi Feat Ies Tonight,lost in the fi feat ies tonight,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR521484,ronnie milsap,vdj,Lost In The Fi Feat Ies Tonight In The Still Of The Night,lost in the fi feat ies tonight in the still of the night,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR966058,dierks bentley,vdj,Lot Of Leavin Le Feat To Do,lot of leavin le feat to do,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR715585,robin thicke,vdj,Love A Feat Er War,love a feat er war,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR436212,eminem,vdj,Love The Way You Lie Feat Rihanna,love the way you lie feat rihanna,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR900868,chris brown,vdj,Loyal East Coast Version Feat Lil Wayne French Montana,loyal east coast version feat lil wayne french montana,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR121056,partynextdoor,vdj,Loyal Feat Drake,loyal feat drake,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR959878,chris brown,vdj,Loyal West Coast Version Feat Lil Wayne Too Hort,loyal west coast version feat lil wayne too hort,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR478491,jack johnson,vdj,Lullaby Feat Matt Costa,lullaby feat matt costa,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR048143,Social House,vdj,Magic In The Hamptons Feat Lil Yachty,magic in the hamptons feat lil yachty,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR023519,taylor swift,vdj,Me Feat Brendon Urie Of Panic At The Disco,me feat brendon urie of panic at the disco,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR630442,tim mcgraw,vdj,Meanwhile Back At Mama'S Feat Faith Hill,meanwhile back at mama's feat faith hill,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR661932,josh groban,vdj,Mi Mancherai Feat Uring Joshua Bell,mi mancherai feat uring joshua bell,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR708363,cobra starship,vdj,Middle Finger Feat Mac Miller,middle finger feat mac miller,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR913115,David Benoit,vdj,Miles A Feat Er Dark,miles a feat er dark,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR232941,¥$: Kanye West,vdj,Monster Feat Rick Ross Jay Z Nicki Minaj Atg Bon Iver,monster feat rick ross jay z nicki minaj atg bon iver,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR481869,Timbaland F.Nelly Furtado,vdj,Morning A Feat Er Dark,morning a feat er dark,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR044792,timbaland,vdj,Morning A Feat Er Dark,morning a feat er dark,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR763659,maroon 5,vdj,Moves Like Jagger Feat Christina Aguilera,moves like jagger feat christina aguilera,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR448583,maroon 5,vdj,Moves Like Jagger Feat Christina Aguilera Official Music Video,moves like jagger feat christina aguilera official music video,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR678887,Janet Jackson/Kanye West,vdj,My Baby Feat Uring Kanye West,my baby feat uring kanye west,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR687516,Man From Delmonte,vdj,My Love Is Like A Gi Feat You Can'T Return,my love is like a gi feat you can't return,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR134605,david ruffin,vdj,My Whole World Ended The Moment You Le Feat Me,my whole world ended the moment you le feat me,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR606980,Duke Dumont,vdj,Need U 100 Feat A M E,need u 100 feat a m e,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR920842,justin bieber,vdj,Never Say Never Feat Jaden Smith,never say never feat jaden smith,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR330791,The Commodores,vdj,Nightshi Feat,nightshi feat,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR699945,eminem,vdj,No Love Feat Lil Wayne,no love feat lil wayne,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR232938,ariana grande,vdj,No Tears Le Feat To Cry,no tears le feat to cry,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR456589,rudimental,vdj,Not Giving In Radio Edit Feat John Newman Alex Clare,not giving in radio edit feat john newman alex clare,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR791369,mark ronson,vdj,Nothing Breaks Like A Heart Feat Miley Cyrus,nothing breaks like a heart feat miley cyrus,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR385169,mat kearney,vdj,Nothing Le Feat To Lose,nothing le feat to lose,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR719736,Matt Kearney,vdj,Nothing Le Feat To Lose,nothing le feat to lose,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR903613,Tinchy Stryder,vdj,Off The Record Radio Edit Feat Calvin Harris Burns,off the record radio edit feat calvin harris burns,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR961024,wale,vdj,On Chill Feat Jeremih,on chill feat jeremih,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR709351,The Beatles,vdj,One A Feat Er 909,one a feat er 909,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR505958,marshmello,vdj,One Thing Right Feat Kane Brown,one thing right feat kane brown,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR096197,Willie Nelson & Bob Dylan,vdj,Pancho And Le Feat Y,pancho and le feat y,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR028902,Willie Nelson & Merle Haggard,vdj,Pancho And Le Feat Y,pancho and le feat y,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR508978,merle haggard,vdj,Pancho And Le Feat Y,pancho and le feat y,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR250678,¥$: Kanye West,vdj,Paranoid Feat Uring Mr Hudson,paranoid feat uring mr hudson,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR671852,justin bieber,vdj,Peaches Feat Daniel Caesar Giveon,peaches feat daniel caesar giveon,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR604139,jonas blue,vdj,Perfect Strangers Feat Jp Cooper,perfect strangers feat jp cooper,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR791257,david guetta,vdj,Play Hard Feat Ne Yo Akon,play hard feat ne yo akon,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR647698,"Rae Sremmurd, Swae Lee & Slim Jxmmi",vdj,Powerglide Feat Juicy J,powerglide feat juicy j,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR543468,post malone,vdj,Psycho Feat Ty Dolla Ign,psycho feat ty dolla ign,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR298435,brandy,vdj,Put It Down Feat Chris Brown,put it down feat chris brown,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR010289,pitbull,vdj,Rain Over Me Feat Marc Anthony,rain over me feat marc anthony,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR479011,clean bandit,vdj,Rather Be Feat Jess Glynne,rather be feat jess glynne,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR804029,Professor Green,vdj,Read All About It Radio Edit Feat Emeli Sand,read all about it radio edit feat emeli sand,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR970426,Lonr.,vdj,Read My Mind Feat Yung Bleu,read my mind feat yung bleu,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR875587,mott the hoople,vdj,Ready For Love A Feat Er Lights,ready for love a feat er lights,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR322621,"Billy Ray Cyrus, Miley Cyrus",vdj,Ready Set Don'T Go Feat Miley Cyrus,ready set don't go feat miley cyrus,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR500211,demi lovato,vdj,Really Don'T Care Feat Cher Lloyd,really don't care feat cher lloyd,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR149342,justin bieber,vdj,Red Eye Feat Troyboi,red eye feat troyboi,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR046391,lil skies,vdj,Red Roses Feat Landon Cube,red roses feat landon cube,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR039648,Wiley,vdj,Reload Radio Edit Feat Chip,reload radio edit feat chip,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR406215,paul simon,vdj,Rene And Georgette Magritte With Their Dog A Feat Er The War,rene and georgette magritte with their dog a feat er the war,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR281144,Devlin,vdj,Rewind Radio Edit Feat Diane Birch,rewind radio edit feat diane birch,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR525099,nelly,vdj,Ride Wit Me Official Music Video Feat St Lunatics,ride wit me official music video feat st lunatics,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
