rvtr,artist,identitySource,canonicalTitle,normalizedTitleKey,graphTitle,graphTrackId,hasPrimaryVersion,repairSkipReason,skipGroup,skipGroupDetail,peakHot100
RVTR145897,jonas blue,vdj,Rise Feat Jack Jack,rise feat jack jack,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR902302,Lil Nas X & Nas,vdj,Rodeo Feat Nas,rodeo feat nas,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR729195,dashboard confessional,vdj,Roo Feat Ops Invitations,roo feat ops invitations,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR751296,lizzo,vdj,Rumors Feat Cardi B,rumors feat cardi b,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR281554,¥$: Kanye West,vdj,Runaway Feat Pusha T,runaway feat pusha t,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR134996,ludacris,vdj,Runaway Love Feat Mary J Blige,runaway love feat mary j blige,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR134010,usher,vdj,S Feat S Hot Tottie Feat Jay Z Radio Edit,s feat s hot tottie feat jay z radio edit,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR020534,post malone,vdj,Same Bitches Feat G Eazy Yg,same bitches feat g eazy yg,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR114395,Jhené Aiko,vdj,Sativa Feat Rae Sremmurd,sativa feat rae sremmurd,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR972018,Shut Up and Dance,vdj,Save It 'Till The Mourning A Feat Er,save it 'till the mourning a feat er,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR925007,Dvtch Norris,vdj,Save Us Feat Rori,save us feat rori,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR218490,justin timberlake,vdj,Say Something Feat Chris Stapleton,say something feat chris stapleton,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR516219,will.i.am,vdj,Scream Shout Feat Britney Spears,scream shout feat britney spears,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR296241,lloyd,vdj,Set Adri Feat Around The World,set adri feat around the world,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR594134,p.m. dawn,vdj,Set Adri Feat On Memory Bliss,set adri feat on memory bliss,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR476103,Pm Dawn,vdj,Set Adri Feat On Memory Bliss,set adri feat on memory bliss,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR224532,isaac hayes,vdj,Sha Feat,sha feat,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR297475,P.Diddy Nelly & Murphy Lee,vdj,Shake Ya Tail Feat Her,shake ya tail feat her,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR756372,Nelly P. Diddy And Murphy Lee,vdj,Shake Ya Tail Feat Her,shake ya tail feat her,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR048991,nelly,vdj,Shake Ya Tail Feat Her,shake ya tail feat her,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR308072,beyonce,vdj,She'S Like The Wind Feat Tony Sunshine,she's like the wind feat tony sunshine,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR772205,kenny chesney,vdj,Shi Feat Work,shi feat work,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR866457,Kenny Chesney feat. George Strait,vdj,Shi Feat Work,shi feat work,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR727391,paul simon,vdj,Shopli Feat Ing Clothes,shopli feat ing clothes,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR994213,ariana grande,vdj,Side To Side Feat Nicki Minaj,side to side feat nicki minaj,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR425401,melissa etheridge,vdj,Simmilar Feat Ures,simmilar feat ures,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR877257,twista,vdj,Slow Jamz Feat Kanye West And Jamie Foxx Explicit,slow jamz feat kanye west and jamie foxx explicit,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR590644,juvenile,vdj,Slow Motion Feat Soulja Slim,slow motion feat soulja slim,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR512352,brantley gilbert,vdj,Small Town Throwdown Feat Justin Moore Thomas Rhett,small town throwdown feat justin moore thomas rhett,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR494622,love,vdj,So Feat Ly To Me,so feat ly to me,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR984296,JMSN,vdj,So Feat Spot,so feat spot,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR748102,Eddy Heywood,vdj,So Feat Summer Breeze,so feat summer breeze,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR208281,trillville,vdj,Some Cut Feat Cutty,some cut feat cutty,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR492332,Todd Terry,vdj,Something Goin' On Feat Martha Wash Jocelyn Brown,something goin' on feat martha wash jocelyn brown,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR512167,ed sheeran,vdj,South Of The Border Feat Camila Cabello Cardi B,south of the border feat camila cabello cardi b,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR903627,post malone,vdj,Spoil My Night Feat Swae Lee,spoil my night feat swae lee,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR309631,roddy ricch,vdj,Start Wit Me Feat Gunna,start wit me feat gunna,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR751089,rihanna,vdj,Stay Feat Mikky Ekko,stay feat mikky ekko,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR207756,gym class heroes,vdj,Stereo Hearts Feat Adam Levine,stereo hearts feat adam levine,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR452095,paul simon,vdj,Still Crazy A Feat Er All These Years,still crazy a feat er all these years,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR354329,flo rida,vdj,Sugar Feat Wynter,sugar feat wynter,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR943454,paul simon,vdj,Sunday A Feat Ernoon,sunday a feat ernoon,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR742660,The Kinks,vdj,Sunny A Feat Ernoon,sunny a feat ernoon,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR389392,dj snake,vdj,Taki Taki Feat Selena Gomez Ozuna Cardi B,taki taki feat selena gomez ozuna cardi b,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR215177,jason derulo,vdj,Talk Dirty Feat 2 Chainz,talk dirty feat 2 chainz,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR826118,Tyler Dean,vdj,Taylor Swi Feat,taylor swi feat,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR711125,Tyler Dean,vdj,Taylor Swi Feat Pop Version,taylor swi feat pop version,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR161777,will.i.am,vdj,Thatpower Feat Justin Bieber,thatpower feat justin bieber,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR161924,sting,vdj,The Book Of My Life Feat Anoushka Shankar,the book of my life feat anoushka shankar,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR782684,jack johnson,vdj,The Horizon Has Been De Feat Ed,the horizon has been de feat ed,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR273613,jack johnson,vdj,The Horizon Has Been De Feat Ed Acoustic,the horizon has been de feat ed acoustic,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR711638,jack johnson,vdj,The Horizon Has Been De Feat Ed Mother And Child Reunion,the horizon has been de feat ed mother and child reunion,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR226892,young thug,vdj,The London Feat J Cole Travis Scott,the london feat j cole travis scott,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR985378,maureen mcgovern,vdj,The Morning A Feat Er,the morning a feat er,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR481913,josh groban,vdj,The Prayer Feat Uring Angie Stone,the prayer feat uring angie stone,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR359072,Berri,vdj,The Sunshine A Feat Er The Rain,the sunshine a feat er the rain,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR494048,donny osmond,vdj,The Twel Feat H Of Never,the twel feat h of never,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR224301,isaac hayes,vdj,Theme From Sha Feat,theme from sha feat,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR813668,rudimental,vdj,These Days Feat Jess Glynne Macklemore Dan Caplen,these days feat jess glynne macklemore dan caplen,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR483543,nickelback,vdj,This A Feat Ernoon,this a feat ernoon,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR735236,florida georgia line,vdj,This Is How We Roll Feat Luke Bryan,this is how we roll feat luke bryan,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR871270,calvin harris,vdj,This Is What You Came For Feat Rihanna,this is what you came for feat rihanna,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR981617,macklemore,vdj,Thri Feat Shop Clean,thri feat shop clean,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR359437,Lsd,vdj,Thunderclouds Feat Sia Diplo Labrinth,thunderclouds feat sia diplo labrinth,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR594010,Casey Veggies,vdj,Tied Up Feat Dej Loaf,tied up feat dej loaf,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR180022,Novaspace,vdj,Time A Feat Er Time,time a feat er time,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR770778,inoj,vdj,Time A Feat Er Time,time a feat er time,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR063897,"Lauper, Cyndi",vdj,Time A Feat Er Time,time a feat er time,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR421494,Quietdrive,vdj,Time A Feat Er Time,time a feat er time,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR572710,cyndi lauper,vdj,Time A Feat Er Time,time a feat er time,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR313892,cyndi lauper,vdj,Time A Feat Er Time Live,time a feat er time live,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR566186,olly murs,vdj,Troublemaker Feat Flo Rida,troublemaker feat flo rida,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR316743,Pink,vdj,Truelove Feat Lilly Allen,truelove feat lilly allen,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR881101,moody blues,vdj,Tuesday A Feat Ernoon,tuesday a feat ernoon,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR331047,The Moody Blues,vdj,Tuesday A Feat Ernoon,tuesday a feat ernoon,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR924694,moody blues,vdj,Tuesday A Feat Ernoon 1970,tuesday a feat ernoon 1970,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR243620,David Guetta & Nicki Minaj,vdj,Turn Me On Feat Nicki Minaj,turn me on feat nicki minaj,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR497646,Pee Wee Hunt,vdj,Twel Feat H Street Rag,twel feat h street rag,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR519252,e-40,vdj,U And Dat Feat T Pain Kandi Girl,u and dat feat t pain kandi girl,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR563749,jadakiss,vdj,U Make Me Wanna Feat Mariah Carey,u make me wanna feat mariah carey,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR422189,josh groban,vdj,Un Alma Mas Feat Uring Arturo Sandoval,un alma mas feat uring arturo sandoval,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR140899,morgan wallen,vdj,Up Down Feat Florida Georgia Line,up down feat florida georgia line,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR893035,lil' wayne,vdj,Uproar Feat Swizz Beatz,uproar feat swizz beatz,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR984611,mark ronson,vdj,Valerie Feat Amy Winehouse,valerie feat amy winehouse,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR382846,daddy yankee,vdj,Ven Conmigo Feat Prince Royce,ven conmigo feat prince royce,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR563380,Creep,vdj,Vintage Postmodern Jukebox Radiohead Cover Feat Haley Reinhart,vintage postmodern jukebox radiohead cover feat haley reinhart,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR388393,rudimental,vdj,Waiting All Night Feat Ella Eyre,waiting all night feat ella eyre,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR460788,migos,vdj,Walk It Talk It Feat Drake,walk it talk it feat drake,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR751021,patsy cline,vdj,Walkin' A Feat Er Midnight,walkin' a feat er midnight,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR042196,the-dream,vdj,Walkin' On The Moon Feat Uring Kanye West,walkin' on the moon feat uring kanye west,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR259726,foo fighters,vdj,Walking A Feat Er You,walking a feat er you,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR483109,travis scott,vdj,Watch Feat Kanye West Lil Uzi,watch feat kanye west lil uzi,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR128472,josh groban,vdj,Weeping Live Feat Uring Vusi Mahlasela Soweto Gospel Choir,weeping live feat uring vusi mahlasela soweto gospel choir,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR067444,The Saturdays,vdj,What About Us Feat Sean Paul,what about us feat sean paul,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR044252,maroon 5,vdj,What Lovers Do Feat Sza,what lovers do feat sza,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR094258,nick lachey,vdj,What'S Le Feat Of Me,what's le feat of me,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR364892,sting,vdj,Whenever I Say Your Name Feat Mary J Blige,whenever i say your name feat mary j blige,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR231977,disclosure,vdj,White Noise Radio Edit Feat Alunageorge,white noise radio edit feat alunageorge,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR628478,crystal gayle,vdj,Why Have You Le Feat The One You Le Feat Me For,why have you le feat the one you le feat me for,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR796989,jason derulo,vdj,Wiggle Feat Snoop Dogg,wiggle feat snoop dogg,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR767946,jessie j,vdj,Wild Feat Big Sean,wild feat big sean,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR240330,flo rida,vdj,Wild Ones Feat Sia Official Video,wild ones feat sia official video,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR933597,jack johnson,vdj,With My Own Two Hands Feat Ben Harper,with my own two hands feat ben harper,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR403765,cher lloyd,vdj,With Ur Love Feat Mike Posner,with ur love feat mike posner,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR387875,david guetta,vdj,Without You Feat Usher,without you feat usher,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR245277,little mix,vdj,Woman Like Me Feat Nicki Minaj,woman like me feat nicki minaj,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR692187,fifth harmony,vdj,Work From Home Feat Ty Dolla Ign,work from home feat ty dolla ign,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR686145,m,vdj,Xxx 88 Feat Diplo,xxx 88 feat diplo,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR881382,SAYGRACE,vdj,You Don'T Own Me Feat G Eazy,you don't own me feat g eazy,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR968339,Peter Bjorn And John,vdj,Young Folks Feat Victoria Be,young folks feat victoria be,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
RVTR806744,rita coolidge,vdj,Your Love Has Li Feat Ed Me Higher,your love has li feat ed me higher,,,false,no_graph_title,vdj_only_identity,VDJ identity with no primary graph track — local filename-derived title,
