bucket,artist,title,filePath,rvtr,matchedTitle,matchedArtist,score,artistScore,titleScore,tier,assigned,assignError
needs-review,Justin Bieber,Red Eye ft. TroyBoi,/Users/bobhopp/DJ MEDIA/VIDEO/2020's/Justin Bieber feat. TroyBoi - Red Eye.mp4,RVTR149342,Red Eye Feat Troyboi,justin bieber,77,100,60,C,no,
needs-review,Alison Moyet,That's The Way Love Is,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Alison Moyet - That's The Way Love Is.mp4,RVTR159716,That'S The Way Love Is,marvin gaye,55,0,100,B,no,
needs-review,Don Omar,Danza Kuduro Ft. Lucenzo,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Don Omar feat. Lucenzo - Danza Kuduro.mp4,RVTR520323,Danza Kuduro Feat Lucenzo,don omar,77,100,60,C,no,
needs-review,Elvis Costello,All You Need Is Love,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Elvis Costello - All You Need Is Love.mp4,RVTR276702,All You Need Is Love,The Beatles,55,0,100,B,no,
needs-review,Tom Petty & The Heartbreakers,Walls,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Tom Petty & The Heartbreakers - Walls.mp4,RVTR991347,Walls From She'S The One,tom petty and the heartbreakers,84,80,87,B,no,
needs-review,Maroon 5,Girls Like You Ft. Cardi B,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Maroon 5 feat. Cardi B - Girls Like You.mp4,RVTR339778,Girls Like You Feat Cardi B,maroon 5,81,100,67,C,no,
needs-review,Travis Porter,Ayy Ladies ft. Tyga,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Travis Porter feat. Tyga - Ayy Ladies.mp4,RVTR903373,Ayy Ladies Feat Tyga,travis porter,77,100,60,C,no,
needs-review,KC & The Sunshine Band,Please Don t Go,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/KC & The Sunshine Band - Please Don t Go.mp4,RVTR691953,Please Dont Go,Kws,55,0,100,B,no,
needs-review,H.E.R.,Come Through  ft. Chris Brown,/Users/bobhopp/DJ MEDIA/VIDEO/2020's/H.E.R. feat. Chris Brown - Come Through.mp4,RVTR702065,Come Through Feat Chris Brown,h.e.r,81,100,67,C,no,
needs-review,Shirley & Company,"Shame, Shame, Shame","/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Shirley & Company - Shame, Shame, Shame.mp4",RVTR282738,Shame Shame Shame,shirley and company,86,67,100,B,no,
needs-review,Tommy James & The Shondells,I'm Alive,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Tommy James & The Shondells - I'm Alive.mp4,RVTR563373,I'M Alive,electric light orchestra,55,0,100,B,no,
needs-review,B.T. Express ‎,Do It (Til You're Satisfied),/Users/bobhopp/DJ MEDIA/VIDEO/1970's/B.T. Express ‎ - Do It (Til You're Satisfied).mp4,RVTR519576,Do It 'Til You'Re Satisfied,b.t. express,54,100,20,B,no,
needs-review,Jordan Davis,Buy Dirt  ft. Luke Bryan,/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Jordan Davis - Buy Dirt  ft. Luke Bryan.mp4,RVTR541080,Buy Dirt Feat Luke Bryan,jordan davis,81,100,67,C,no,
needs-review,Katrina & The Waves,Red Wine & Whiskey,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Katrina & The Waves - Red Wine & Whiskey.mp4,RVTR963674,Red Wine Whiskey,katrina and the waves,90,75,100,B,no,
needs-review,Iggy Azalea,Black Widow ft. Rita Ora,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Iggy Azalea feat. Rita Ora - Black Widow.mp4,RVTR458364,Black Widow Feat Rita Ora,iggy azalea,81,100,67,C,no,
needs-review,SAYGRACE,You Don't Own Me ft. G-Eazy,/Users/bobhopp/DJ MEDIA/VIDEO/2020's/SAYGRACE feat. G-Eazy - You Don't Own Me.mp4,RVTR881382,You Don'T Own Me Feat G Eazy,SAYGRACE,67,100,43,C,no,
needs-review,Gary Lewis & The Playboys,Main Street,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Gary Lewis & The Playboys - Main Street.mp4,RVTR079401,Main Street,gary lewis and the playboys,92,80,100,B,no,
needs-review,Mike And The Mechanics,Silent Running,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Mike And The Mechanics - Silent Running.mp4,RVTR802052,Silent Running,Mike & The Mechanics,90,75,100,B,no,
needs-review,Thomas Rhett feat. Jon Pardi,Beer Can’t Fix,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Thomas Rhett feat. Jon Pardi - Beer Can’t Fix.mp4,RVTR760230,Beer Can'T Fix,Thomas Rhett feat. Jon Pardi,71,100,50,C,no,
needs-review,Evelyn 'Champagne' King,Love Come Down,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Evelyn 'Champagne' King - Love Come Down.mp4,RVTR506629,Love Come Down,evelyn king,86,67,100,B,no,
needs-review,Status Quo,Rockin' All Over The World,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Status Quo - Rockin' All Over The World.mp4,RVTR029114,Rockin' All Over The World,john fogerty,55,0,100,B,no,
needs-review,B.J. Thomas,I Just Can t Help Believing,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/B.J. Thomas - I Just Can t Help Believing.mp4,RVTR822606,I Just Can'T Help Believing,b.j. thomas,77,100,60,C,no,
needs-review,John Fogerty,Who'll Stop The Rain(2008),/Users/bobhopp/DJ MEDIA/VIDEO/1970's/John Fogerty - Who'll Stop The Rain(2008).mp4,RVTR599663,Travelin' Band Who'Ll Stop The Rain,creedence clearwater revival,24,0,43,B,no,
needs-review,Val Doonican,Memories Are Made Of This,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Val Doonican - Memories Are Made Of This.mp4,RVTR097783,Memories Are Made Of This,The Drifters,55,0,100,B,no,
needs-review,Jordan Davis,Buy Dirt ft. Luke Bryan,/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Jordan Davis feat. Luke Bryan - Buy Dirt.mp4,RVTR541080,Buy Dirt Feat Luke Bryan,jordan davis,81,100,67,C,no,
needs-review,Lisa Lisa & Cult Jam,Let The Beat Hit 'Em,/Users/bobhopp/DJ MEDIA/VIDEO/1990's/Lisa Lisa & Cult Jam - Let The Beat Hit 'Em.mp4,RVTR151796,Let The Beat Hit 'Em,lisa lisa and cult jam,90,75,100,B,no,
needs-review,Pitbull,Don't Stop The Party ft. TJR,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Pitbull feat. TJR - Don't Stop The Party.mp4,RVTR131022,Don'T Stop The Party Feat Tjr,pitbull,83,100,71,C,no,
needs-review,Dave Dee Dozy Beaky Mick & Titch,Zabadak,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Dave Dee Dozy Beaky Mick & Titch - Zabadak.mp4,RVTR433896,Zabadak,"dave dee, dozy, beaky, mick and tich",55,18,100,B,no,
needs-review,"Dave Dee, Dozy, Beaky, Mick & Tich",Bend It,"/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Dave Dee, Dozy, Beaky, Mick & Tich - Bend It.mp4",RVTR739170,Bend It,"dave dee, dozy, beaky, mick and tich",94,86,100,B,no,
needs-review,Big Sean f./Nicki Minaj,Dance (A$) (Remix),"/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Big Sean f._Nicki Minaj - Dance (Remix, A$$).mp4",RVTR957267,Just Dance,lady gaga,14,0,25,B,no,
needs-review,REO Speedwagon,Can t Fight This Feeling,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/REO Speedwagon - Can t Fight This Feeling.mp4,RVTR496132,Can'T Fight This Feeling,reo speedwagon,77,100,60,C,no,
needs-review,Pitbull,Rain Over Me Ft. Marc Anthony,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Pitbull feat. Marc Anthony - Rain Over Me.mp4,RVTR010289,Rain Over Me Feat Marc Anthony,pitbull,81,100,67,C,no,
needs-review,Katrina & The Waves,Walking On Sunshine,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Katrina & The Waves - Walking On Sunshine.mp4,RVTR071136,Walking On Sunshine,katrina and the waves,90,75,100,B,no,
needs-review,Clean Bandit,Rather Be ft. Jess Glynne,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Clean Bandit feat. Jess Glynne - Rather Be.mp4,RVTR479011,Rather Be Feat Jess Glynne,clean bandit,77,100,60,C,no,
needs-review,"Stanley Clarke, George Duke",Louie Louie,"/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Stanley Clarke, George Duke - Louie Louie.mp4",RVTR518958,Louie Louie,The Kingsmen,55,0,100,B,no,
needs-review,Frankie Goes To Hollywood,Relax (1984) HD,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Frankie Goes To Hollywood - Relax (1984) HD.mp4,RVTR758008,Relax,frankie goes to hollywood,94,100,90,C,no,
needs-review,Lisa Lisa & Cult Jam,Can You Feel the Beat,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Lisa Lisa & Cult Jam - Can You Feel the Beat.mp4,RVTR447765,Can You Feel The Beat,lisa lisa and cult jam,90,75,100,B,no,
needs-review,KC & The Sunshine Band,"Shake, Shake, Shake","/Users/bobhopp/DJ MEDIA/VIDEO/1980's/KC & The Sunshine Band - Shake, Shake, Shake.mp4",RVTR895805,Shake Shake Shake,kc and the sunshine band,90,75,100,B,no,
needs-review,Jennifer Lopez,Dance Again Ft Pitbull,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Jennifer Lopez feat. Pitbull - Dance Again.mp4,RVTR947022,Dance Again Feat Pitbull,jennifer lopez,86,100,75,C,no,
needs-review,Phil Collins & Sting,"Long, Long Way To Go","/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Phil Collins & Sting - Long, Long Way To Go.mp4",RVTR142671,Long Long Way From Home,foreigner,22,0,40,C,no,
needs-review,"Earth, Wind & Fire",After The Love Has Gone,"/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Earth, Wind & Fire - After The Love Has Gone.mp4",RVTR674312,A Feat Er The Love Has Gone,Earth Wind Fire,81,100,67,E,no,
needs-review,KC & The Sunshine Band,I'm Your Boogie Man,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/KC & The Sunshine Band - I'm Your Boogie Man.mp4,RVTR401723,I'M Your Boogie Man,kc and the sunshine band,90,75,100,B,no,
needs-review,Paul Young,Do They Know It's Christmas?,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Paul Young - Do They Know It's Christmas_.mp4,RVTR475416,Do They Know It'S Christmas,band aid,55,0,100,B,no,
needs-review,Spanky & Our Gang,Like To Get To Know You,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Spanky & Our Gang - Like To Get To Know You.mp4,RVTR376665,Like To Get To Know You,spanky and our gang,90,75,100,B,no,
needs-review,Johnny Cash,Don t Take Your Guns to Town,/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Johnny Cash - Don t Take Your Guns to Town.mp4,RVTR002531,Don'T Take Your Guns To Town,johnny cash,81,100,67,C,no,
needs-review,New Kids On The Block,Please Don t Go Girl,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/New Kids On The Block - Please Don t Go Girl.mp4,RVTR761959,Please Don'T Go Girl,new kids on the block,71,100,50,C,no,
needs-review,"Zayn, Taylor Swift",I Don’t Wanna Live Forever,"/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Zayn, Taylor Swift - I Don’t Wanna Live Forever.mp4",RVTR039669,I Don'T Wanna Live Forever,zayn / taylor swift,77,100,60,C,no,
needs-review,Milli Vanilli,Baby Don t Forget My Number,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Milli Vanilli - Baby Don t Forget My Number.mp4,RVTR583319,Baby Don'T Forget My Number,milli vanilli,77,100,60,C,no,
needs-review,Patti LaBelle,Somewhere Over The Rainbow,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Patti LaBelle - Somewhere Over The Rainbow.mp4,RVTR139963,Somewhere Over The Rainbow,katharine mcphee,55,0,100,B,no,
needs-review,Gladys Knight & The Pips,Neither One Of Us,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Gladys Knight & The Pips - Neither One Of Us.mp4,RVTR589029,Neither One Of Us,gladys knight and the pips,92,80,100,B,no,
needs-review,Madonna,Bitch I M Madonna Ft. Nicki Minaj,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Madonna feat. Nicki Minaj - Bitch I M Madonna.mp4,RVTR779064,Bitch I M Madonna Feat Nicki Minaj,madonna,81,100,67,C,no,
needs-review,Desmond Dekker & The Aces,Israelites(Live),/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Desmond Dekker & The Aces - Israelites (Live).mp4,RVTR281446,Israelites Live,desmond dekker and the aces,92,80,100,B,no,
needs-review,Elvis Costello & The Attractions,Clubland,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Elvis Costello & The Attractions - Clubland.mp4,RVTR374265,Clubland,elvis costello and the attractions,92,80,100,B,no,
needs-review,"Dave Dee, Dozy, Beaky, Mick & Tich",Hold Tight,"/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Dave Dee, Dozy, Beaky, Mick & Tich - Hold Tight.mp4",RVTR504584,Hold Tight,"dave dee, dozy, beaky, mick and tich",94,86,100,B,no,
needs-review,Ariana Grande,Side To Side Ft. Nicki Minaj,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Ariana Grande feat. Nicki Minaj - Side To Side.mp4,RVTR994213,Side To Side Feat Nicki Minaj,ariana grande,77,100,60,C,no,
needs-review,Jay & The Americans,Come A Little Bit Closer,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Jay & The Americans - Come A Little Bit Closer.mp4,RVTR709938,Come A Little Bit Closer,jay,94,86,100,B,no,
needs-review,Olivia Newton John & Cliff Richard,Suddenly,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Olivia Newton John & Cliff Richard - Suddenly.mp4,RVTR023505,Suddenly,olivia newton-john and cliff richard,76,43,100,B,no,
needs-review,Tom Petty & The Heartbreakers,American Girl,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Tom Petty & The Heartbreakers - American Girl.mp4,RVTR989754,American Girl,bonnie mckee,55,0,100,B,no,
needs-review,Tom Petty & The Heartbreakers,American Girl,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Tom Petty & The Heartbreakers - American Girl.mp4,RVTR989754,American Girl,bonnie mckee,55,0,100,B,no,
needs-review,Dj Snake,Let Me Love You Ft. Justin Bieber,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Dj Snake feat. Justin Bieber - Let Me Love You.mp4,RVTR035530,Let Me Love You Feat Justin Bieber,dj snake,83,100,71,C,no,
needs-review,Freddie And The Dreamers,I m Telling You Now,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Freddie And The Dreamers - I m Telling You Now.mp4,RVTR502445,I'M Telling You Now,freddie and the dreamers,86,100,75,C,no,
needs-review,Tom Petty & The Heartbreakers,I Need To Know,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Tom Petty & The Heartbreakers - I Need To Know.mp4,RVTR675203,I Need To Know,tom petty and the heartbreakers,92,80,100,B,no,
needs-review,The Glorious Sons,S.O.S. (Sawed Off Shotgun),/Users/bobhopp/DJ MEDIA/VIDEO/2010's/The Glorious Sons - S.O.S. (Sawed Off Shotgun).mp4,RVTR222845,Sos,rihanna,47,0,85,B,no,
needs-review,Bill Haley & His Comets,Rock Around The Clock,/Users/bobhopp/DJ MEDIA/VIDEO/1950's/Bill Haley & His Comets - Rock Around The Clock.mp4,RVTR538733,Rock Around The Clock,bill haley and his comets,92,80,100,B,no,
needs-review,KC & The Sunshine Band,Thats The Way I Like It,/Users/bobhopp/DJ MEDIA/VIDEO/1970's/KC & The Sunshine Band - Thats The Way I Like It.mp4,RVTR005799,Thats The Way I Like It,kc and the sunshine band,90,75,100,B,no,
needs-review,The Chainsmokers,Don't Let Me Down Ft. Daya,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/The Chainsmokers feat. Daya - Don't Let Me Down.mp4,RVTR936853,Don'T Let Me Down Feat Daya,The Chainsmokers,81,100,67,C,no,
needs-review,Chicago,I Don t Wanna Live Without Your Love,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Chicago - I Don t Wanna Live Without Your Love.mp4,RVTR525672,I Don'T Wanna Live Without Your Love,chicago,83,100,71,C,no,
needs-review,Cobra Starship,Middle Finger ft. Mac Miller,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Cobra Starship feat. Mac Miller - Middle Finger.mp4,RVTR708363,Middle Finger Feat Mac Miller,cobra starship,81,100,67,C,no,
needs-review,Lil Baby Feat. Megan Thee Stallion,On Me Remix,/Users/bobhopp/DJ MEDIA/VIDEO/2020's/Lil Baby feat. Megan Thee Stallion - On Me Remix.mp4,RVTR459854,Sympathy For The Devil Remixes,The Rolling Stones,0,0,0,C,no,
needs-review,Elvis Costello & The Attractions,"Radio, Radio","/Users/bobhopp/DJ MEDIA/VIDEO/1970's/Elvis Costello & The Attractions - Radio, Radio.mp4",RVTR658931,Radio Radio,elvis costello and the attractions,92,80,100,B,no,
needs-review,Gerry & The Pacemakers,Ferry Cross The Mersey,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Gerry & The Pacemakers - Ferry Cross The Mersey.mp4,RVTR774264,Ferry Cross The Mersey,gerry and the pacemakers,90,75,100,B,no,
needs-review,Gerry & The Pacemakers,You ll Never Walk Alone,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Gerry & The Pacemakers - You ll Never Walk Alone.mp4,RVTR000970,You'Ll Never Walk Alone,gerry and the pacemakers,66,75,60,C,no,
needs-review,Lisa Lisa & Cult Jam,I Wonder If I Take You Home,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Lisa Lisa & Cult Jam - I Wonder If I Take You Home.mp4,RVTR662987,I Wonder If I Take You Home,lisa lisa and cult jam,90,75,100,B,no,
needs-review,Tim Mcgraw Ft. Faith Hill,Meanwhile Back At Mama’s,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Tim Mcgraw feat. Faith Hill - Meanwhile Back At Mama’s.mp4,RVTR417459,Meanwhile Back At Mama'S,Tim Mcgraw Ft. Faith Hill,71,100,50,C,no,
needs-review,Timbuk 3,The Future’s So Bright I Gotta Wear Shades,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Timbuk 3 - The Future’s So Bright I Gotta Wear Shades.mp4,RVTR237516,The Future'S So Bright I Gotta Wear Shades,timbuk 3,83,100,71,C,no,
needs-review,August Alsina Ft. Nicki Minaj,No Love [Remix],/Users/bobhopp/DJ MEDIA/VIDEO/2010's/August Alsina feat. Nicki Minaj - No Love (Remix).MP4,RVTR279576,No Love,summer walker,51,0,92,B,no,
needs-review,Joe Cocker & Jennifer Warnes,Up Where We Belong,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Joe Cocker & Jennifer Warnes - Up Where We Belong.mp4,RVTR471699,Up Where We Belong,joe cocker and jennifer warnes,92,80,100,B,no,
needs-review,John Fred And His Playboy Band,Judy In Disguise,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/John Fred And His Playboy Band - Judy In Disguise.mp4,RVTR936011,Judy In Disguise,John Fred & His Playboy Band,93,83,100,B,no,
needs-review,David Bowie & Mick Jagger,Dancing In The Streets,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/David Bowie & Mick Jagger - Dancing In The Streets.mp4,RVTR222639,Dancing In The Streets,Martha Reeves And The Vandellas,55,0,100,B,no,
needs-review,Elvis Costello & The Attractions,Oliver's Army,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/Elvis Costello & The Attractions - Oliver's Army.mp4,RVTR231568,Oliver'S Army,elvis costello and the attractions,92,80,100,B,no,
needs-review,Lou Christie,Lightnin’ Strikes (American Bandstand),/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Lou Christie - Lightnin’ Strikes (American Bandstand).mp4,RVTR479328,Lightnin' Strikes,lou christie,54,100,20,C,no,
needs-review,Justin Bieber,Never Say Never Ft. Jaden Smith,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Justin Bieber feat. Jaden Smith - Never Say Never.mp4,RVTR920842,Never Say Never Feat Jaden Smith,justin bieber,81,100,67,C,no,
needs-review,Isaiah Rashad,From The Garden ft. Lil Uzi Vert,/Users/bobhopp/DJ MEDIA/VIDEO/2020's/Isaiah Rashad feat. Lil Uzi Vert - From The Garden.mp4,RVTR441226,From The Garden Feat Lil Uzi Vert,isaiah rashad,86,100,75,C,no,
needs-review,Fifth Harmony,Work From Home Ft. Ty Dolla $Ign,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Fifth Harmony feat. Ty Dolla $Ign - Work From Home.mp4,RVTR692187,Work From Home Feat Ty Dolla Ign,fifth harmony,71,100,50,C,no,
needs-review,Gene Pitney,Something s Gotten Hold of My Heart,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Gene Pitney - Something s Gotten Hold of My Heart.mp4,RVTR639476,Something'S Gotten Hold Of My Heart,Marc Almond Featuring Gene Pitney,72,88,60,C,no,
needs-review,Justin Bieber,Beauty And A Beat Ft. Nicki Minaj,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Justin Bieber feat. Nicki Minaj - Beauty And A Beat.MP4,RVTR483814,Beauty And A Beat Feat Nicki Minaj,justin bieber,83,100,71,C,no,
needs-review,Hailey Whitters feat. Little Big Town,Fillin’ My Cup,/Users/bobhopp/DJ MEDIA/VIDEO/2020's/Hailey Whitters feat. Little Big Town - Fillin’ My Cup.mp4,RVTR065300,Fillin' My Cup,Hailey Whitters feat. Little Big Town,61,100,33,C,no,
needs-review,Morgan Wallen,Up Down ft. Florida Georgia Line,/Users/bobhopp/DJ MEDIA/VIDEO/COUNTRY/FILL/Morgan Wallen feat. Florida Georgia Line - Up Down.mp4,RVTR140899,Up Down Feat Florida Georgia Line,morgan wallen,81,100,67,C,no,
needs-review,Gary Lewis & The Playboys,Save Your Heart For Me,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Gary Lewis & The Playboys - Save Your Heart For Me.mp4,RVTR396512,Save Your Heart For Me,gary lewis and the playboys,92,80,100,B,no,
needs-review,Justin Bieber,"Peaches ft. Daniel Caesar, Giveon","/Users/bobhopp/DJ MEDIA/VIDEO/2020's/Justin Bieber feat. Daniel Caesar, Giveon - Peaches.mp4",RVTR671852,Peaches Feat Daniel Caesar Giveon,justin bieber,67,100,43,C,no,
needs-review,Kid Ink Ft. Chris Brown & Tyga,Main Chick [Remix],/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Kid Ink feat. Chris Brown & Tyga - Main Chick (Remix).mp4,RVTR458742,Main Chick,kid ink,91,87,94,B,no,
needs-review,Chris Lane feat. Lauren Alaina,Dancin’ In The Moonlight,/Users/bobhopp/DJ MEDIA/VIDEO/2020's/Chris Lane feat. Lauren Alaina - Dancin’ In The Moonlight.mp4,RVTR522222,Dancin' In The Moonlight,Chris Lane feat. Lauren Alaina,71,100,50,C,no,
needs-review,The Moody Blues,I Know You re Out There Somewhere,/Users/bobhopp/DJ MEDIA/VIDEO/1980's/The Moody Blues - I Know You re Out There Somewhere.mp4,RVTR745328,I Know You'Re Out There Somewhere,The Moody Blues,81,100,67,C,no,
needs-review,The Rolling Stones,Let s Spend the Night Together,/Users/bobhopp/DJ MEDIA/VIDEO/1960's/The Rolling Stones - Let s Spend the Night Together.mp4,RVTR454529,Let'S Spend The Night Together,The Rolling Stones,81,100,67,C,no,
needs-review,Social House,Magic In The Hamptons ft. Lil Yachty,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Social House feat. Lil Yachty - Magic In The Hamptons.mp4,RVTR048143,Magic In The Hamptons Feat Lil Yachty,Social House,83,100,71,C,no,
needs-review,Dj Snake,"Taki Taki Ft. Selena Gomez, Ozuna, Cardi B","/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Dj Snake feat. Selena Gomez, Ozuna, Cardi B - Taki Taki.mp4",RVTR389392,Taki Taki Feat Selena Gomez Ozuna Cardi B,dj snake,61,100,33,C,no,
needs-review,"Dave Dee, Dozy, Beaky, Mick & Tich",The Legend Of Xanadu,"/Users/bobhopp/DJ MEDIA/VIDEO/1960's/Dave Dee, Dozy, Beaky, Mick & Tich - The Legend Of Xanadu.mp4",RVTR752057,The Legend Of Xanadu,"dave dee, dozy, beaky, mick and tich",94,86,100,B,no,
needs-review,Maroon 5,Beautiful Mistakes ft. Megan Thee Stallion,/Users/bobhopp/DJ MEDIA/VIDEO/2020's/Maroon 5 - Beautiful Mistakes ft. Megan Thee Stallion .mp4,RVTR091195,Beautiful Mistakes Feat Megan Thee Stallion,maroon 5,83,100,71,C,no,
needs-review,Calvin Harris,This Is What You Came For  Ft. Rihanna,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Calvin Harris feat. Rihanna - This Is What You Came For.mp4,RVTR871270,This Is What You Came For Feat Rihanna,calvin harris,86,100,75,C,no,
needs-review,Maroon 5,Beautiful Mistakes ft. Megan Thee Stallion,/Users/bobhopp/DJ MEDIA/VIDEO/2020's/Maroon 5 feat. Megan Thee Stallion - Beautiful Mistakes.mp4,RVTR091195,Beautiful Mistakes Feat Megan Thee Stallion,maroon 5,83,100,71,C,no,
needs-review,The Notorious B.I.G.,Nasty Girl (Official Music Video),/Users/bobhopp/DJ MEDIA/VIDEO/2000's/The Notorious B.I.G. - Nasty Girl (Official Music Video).mp4,RVTR737157,Nasty Girl,The Notorious B.i.g,93,100,88,B,no,
needs-review,Pitbull,"Give Me Everything Ft. Ne-Yo, Afrojack, Nayer","/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Pitbull feat. Ne-Yo, Afrojack, Nayer - Give Me Everything.mp4",RVTR269454,Give Me Everything Feat Ne Yo Afrojack Nayer,pitbull,64,100,38,C,no,
needs-review,"Israel ""Iz"" Kamakawiwo'ole",Somewhere Over The Rainbow,/Users/bobhopp/DJ MEDIA/VIDEO/2010's/Israel _Iz_ Kamakawiwo'ole - Somewhere Over The Rainbow.MP4,RVTR139963,Somewhere Over The Rainbow,katharine mcphee,55,0,100,B,no,
needs-review,Chrissy Hinde,I Shall be Released (1967) (Bob Dylan Anniversary) (1993),/Volumes/DJ  MAIN/DJ MEDIA/VIDEO/VOBs/Chrissy Hinde - I Shall be Released  (Bob Dylan Anniversary) (1993).mov,RVTR910365,I Shall Be Released,The Box Tops,49,0,89,B,no,
