focus_rvtr,focus_graph_track_id,focus_title,focus_artist,focus_peak_position,focus_total_chart_weeks,focus_first_chart_date,focus_last_chart_date,unique_neighbors,neighbor_observations,generated_at
RVTR593089,RVTR593089,When Doves Cry,prince,1,23,1984-06-02,2016-05-14,55,81,2026-06-02T00:53:01.202Z
