focus_rvtr,focus_graph_track_id,focus_title,focus_artist,focus_peak_position,focus_total_chart_weeks,focus_first_chart_date,focus_last_chart_date,unique_neighbors,neighbor_observations,generated_at
RVTR934516,RVTR934516,Stayin' Alive,bee gees,1,27,1977-12-10,1978-06-10,54,94,2026-06-02T00:53:01.381Z
