focus_rvtr,focus_graph_track_id,focus_title,focus_artist,focus_peak_position,focus_total_chart_weeks,focus_first_chart_date,focus_last_chart_date,unique_neighbors,neighbor_observations,generated_at
RVTR569927,RVTR569927,Dreams,fleetwood mac,1,23,1977-04-16,2020-11-07,73,94,2026-06-02T00:53:01.294Z
