player,position,1,2,3,4,5,6,7,8,9,10,11,12,13,14
ECTED TO THE BASEBA,,68.1,0.0,17.1,0.0,0.0,34.6,42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,15.2,0.0,0.0,0.0,0.0,0.0,24.9,0.0,29.7,0.0,0.0,0.0,0.0,0.0
,,0.0,10.3,0.0,3.7,6.1,0.0,64.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,41.0,27.6,23.6,28.6,18.6,0.0,0.0,0.0,26.7,0.0,0.0,0.0,0.0,0.0
,,0.0,7.7,0.0,16.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
